index,GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),EDUCATIONLEVEL (CODE),EDUCATIONLEVEL (DISPLAY),EDUCATIONLEVEL (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),WEALTHQUINTILE (CODE),WEALTHQUINTILE (DISPLAY),WEALTHQUINTILE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
222,pnchome5,Postnatal care visit within two days of birth - born outside a health facility (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3341,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,NHLM,None,,,,,,,,,,,1.6,1.63000,,,,,
223,pnchome3,Postnatal care visit within two days of birth - born outside a health facility (in the three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3341,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,SHLM,Secondary or higher,,,,,,,,,,,7.8,7.81000,,,,,
224,pnchome5,Postnatal care visit within two days of birth - born outside a health facility (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3341,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,,,,,,,,,,WQ2,Q2,,1.7,1.73000,,,,,
225,pnchome5,Postnatal care visit within two days of birth - born outside a health facility (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3341,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,,,,,,,,,,WQ1,Q1 (Poorest),,1.8,1.81000,,,,,
226,pnchome3,Postnatal care visit within two days of birth - born outside a health facility (in the three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3341,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,,,,,,,,,,WQ5,Q5 (Richest),,12.0,12.01000,,,,,
227,pnchome3,Postnatal care visit within two days of birth - born outside a health facility (in the three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3341,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,,,,,,,,,,WQ4,Q4,,5.2,5.16000,,,,,
228,pnchome3,Postnatal care visit within two days of birth - born outside a health facility (in the three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3341,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,,,,,,,,,,WQ3,Q3,,3.5,3.48000,,,,,
229,MDG_0000000027,Children aged <5 years stunted (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,NLIS_313037,NLIS_313037,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313037,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,44.3,44.30000,,,,,
230,MDG_0000000027,Children aged <5 years stunted (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,NLIS_313037,NLIS_313037,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313037,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,42.8,42.80000,,,,,
231,MDG_0000000027,Children aged <5 years stunted (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,NLIS_312381,NLIS_312381,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312381,PUBLISHED,Published,,1999,1999,,AFR,1999,1999,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,39.7,39.70000,,,,,
232,MDG_0000000027,Children aged <5 years stunted (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,NLIS_313157,NLIS_313157,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313157,PUBLISHED,Published,,2011,2011,,AFR,2011,2011,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,37.0,37.00000,,,,,
233,WHOSIS_000008,Children aged <5 years underweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,NLIS_310377,NLIS_310377,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=310377,PUBLISHED,Published,,1990,1990,,AFR,1990,1990,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,37.0,37.00000,,,,,
234,MDG_0000000027,Children aged <5 years stunted (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,NLIS_313157,NLIS_313157,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313157,PUBLISHED,Published,,2011,2011,,AFR,2011,2011,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,35.0,35.00000,,,,,
235,WHOSIS_000008,Children aged <5 years underweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,NLIS_313204,NLIS_313204,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313204,PUBLISHED,Published,,2013,2013,,AFR,2013,2013,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,31.0,31.00000,,,,,
236,WHOSIS_000008,Children aged <5 years underweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,NLIS_313204,NLIS_313204,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313204,PUBLISHED,Published,,2013,2013,,AFR,2013,2013,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,29.0,29.00000,,,,,
237,WHOSIS_000008,Children aged <5 years underweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,NLIS_312964,NLIS_312964,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312964,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,28.6,28.60000,,,,,
238,WHOSIS_000008,Children aged <5 years underweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,NLIS_312589,NLIS_312589,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312589,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,25.4,25.40000,,,,,
239,NUTRITION_564,Children aged <5 years wasted for age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/302,NLIS_311713,NLIS_311713,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=311713,PUBLISHED,Published,,1993,1993,,AFR,1993,1993,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,20.6,20.60000,,,,,
240,NUTRITION_564,Children aged <5 years wasted for age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/302,NLIS_313204,NLIS_313204,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313204,PUBLISHED,Published,,2013,2013,,AFR,2013,2013,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,18.1,18.10000,,,,,
241,NUTRITION_564,Children aged <5 years wasted for age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/302,NLIS_312964,NLIS_312964,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312964,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,14.0,14.00000,,,,,
242,NUTRITION_564,Children aged <5 years wasted for age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/302,NLIS_313037,NLIS_313037,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313037,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,13.8,13.80000,,,,,
243,NUTRITION_564,Children aged <5 years wasted for age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/302,NLIS_313037,NLIS_313037,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313037,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,13.4,13.40000,,,,,
244,WHOSIS_000009,Children aged <5 years overweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/74,NLIS_313037,NLIS_313037,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313037,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,13.1,13.10000,,,,,
245,NUTRITION_564,Children aged <5 years wasted for age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/302,NLIS_310377,NLIS_310377,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=310377,PUBLISHED,Published,,1990,1990,,AFR,1990,1990,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,11.8,11.80000,,,,,
246,NUTRITION_564,Children aged <5 years wasted for age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/302,NLIS_310377,NLIS_310377,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=310377,PUBLISHED,Published,,1990,1990,,AFR,1990,1990,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,11.0,11.00000,,,,,
247,WHOSIS_000009,Children aged <5 years overweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/74,NLIS_312964,NLIS_312964,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312964,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,10.5,10.50000,,,,,
248,NUTRITION_564,Children aged <5 years wasted for age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/302,NLIS_313157,NLIS_313157,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313157,PUBLISHED,Published,,2011,2011,,AFR,2011,2011,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,10.2,10.20000,,,,,
249,WHOSIS_000009,Children aged <5 years overweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/74,NLIS_312589,NLIS_312589,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312589,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,6.0,6.00000,,,,,
250,WHOSIS_000009,Children aged <5 years overweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/74,NLIS_313204,NLIS_313204,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313204,PUBLISHED,Published,,2013,2013,,AFR,2013,2013,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,4.9,4.90000,,,,,
251,PCV3,Pneumococcal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4757,,,,PUBLISHED,Published,,2018,2018,,AFR,2018,2018,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,57.0,57.00000,,,,,
252,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,1986,1986,,AFR,1986,1986,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,22.0,22.00000,,,,,
253,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,1987,1987,,AFR,1987,1987,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,29.0,29.00000,,,,,
254,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,1988,1988,,AFR,1988,1988,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,36.0,36.00000,,,,,
255,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,1989,1989,,AFR,1989,1989,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,47.0,47.00000,,,,,
256,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,29.0,29.00000,,,,,
257,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,33.0,33.00000,,,,,
258,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,36.0,36.00000,,,,,
259,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,2006,2006,,AFR,2006,2006,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,40.0,40.00000,,,,,
260,WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/95,,,,PUBLISHED,Published,,2018,2018,,AFR,2018,2018,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,57.0,57.00000,,,,,
261,WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,1988,1988,,AFR,1988,1988,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,54.0,54.00000,,,,,
262,WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,1989,1989,,AFR,1989,1989,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,61.0,61.00000,,,,,
263,WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,1990,1990,,AFR,1990,1990,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,80.0,80.00000,,,,,
264,WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,1991,1991,,AFR,1991,1991,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,60.0,60.00000,,,,,
265,WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,49.0,49.00000,,,,,
266,WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,2006,2006,,AFR,2006,2006,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,52.0,52.00000,,,,,
267,WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,53.0,53.00000,,,,,
268,WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,65.0,65.00000,,,,,
269,WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,26.0,26.00000,,,,,
270,WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,1997,1997,,AFR,1997,1997,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,25.0,25.00000,,,,,
271,WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,22.0,22.00000,,,,,
272,WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,1999,1999,,AFR,1999,1999,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,27.0,27.00000,,,,,
273,WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,2012,2012,,AFR,2012,2012,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,42.0,42.00000,,,,,
274,WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,2013,2013,,AFR,2013,2013,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,46.0,46.00000,,,,,
275,WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,50.0,50.00000,,,,,
276,WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,40.0,40.00000,,,,,
277,WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,57.0,57.00000,,,,,
278,WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,1988,1988,,AFR,1988,1988,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,46.0,46.00000,,,,,
279,WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,1989,1989,,AFR,1989,1989,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,59.0,59.00000,,,,,
280,WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,1990,1990,,AFR,1990,1990,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,54.0,54.00000,,,,,
281,WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,1991,1991,,AFR,1991,1991,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,57.0,57.00000,,,,,
282,WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,41.0,41.00000,,,,,
283,WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,2006,2006,,AFR,2006,2006,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,44.0,44.00000,,,,,
284,WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,41.0,41.00000,,,,,
285,WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,53.0,53.00000,,,,,
286,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,1984,1984,,AFR,1984,1984,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,10.0,10.00000,,,,,
287,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,1985,1985,,AFR,1985,1985,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,11.0,11.00000,,,,,
288,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,1986,1986,,AFR,1986,1986,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,16.0,16.00000,,,,,
289,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,1987,1987,,AFR,1987,1987,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,22.0,22.00000,,,,,
290,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,57.0,57.00000,,,,,
291,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,59.0,59.00000,,,,,
292,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,2002,2002,,AFR,2002,2002,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,60.0,60.00000,,,,,
293,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,61.0,61.00000,,,,,
294,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,61.0,61.00000,,,,,
295,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,2017,2017,,AFR,2017,2017,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,55.0,55.00000,,,,,
296,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,2018,2018,,AFR,2018,2018,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,60.0,60.00000,,,,,
297,NUTRITION_HA_2,Prevalence of stunted children aged <5 years   (% height-for-age <-2 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,33.0,33.01043,,,,,"SMART. National Nutrition and Health Surveys (NNHS) - Report on The Nutrition and Health Situation of Nigeria, November 2015.National Bureau of Statistics (NBS), Abuja Nigeria. "
298,NUTRITION_HA_2,Prevalence of stunted children aged <5 years   (% height-for-age <-2 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,,,,PUBLISHED,Published,,2016-2017,2016-2017,,AFR,2016,2017,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,43.6,43.57540,,,,,"MICS. Multiple Indicator Cluster Survey 2016-17, Final Report. Abuja, Nigeria: National Bureau of Statistics and United Nations Children’s Fund. 2017 (and additional analysis).National Bureau of Statistics (NBS) and United Nations Children’s Fund (UNICEF). "
