index,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),ALCOHOLTYPE (CODE),ALCOHOLTYPE (DISPLAY),ALCOHOLTYPE (URL),NATIONALSYSTEMTYPE (CODE),NATIONALSYSTEMTYPE (DISPLAY),NATIONALSYSTEMTYPE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
1056,SA_0000001754,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4404,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,FMLE,Female,,,,,,,,0.1,,,,,,
1057,SA_0000001722,Government support for community action,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2358,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,No,,,,,,
1058,SA_0000001722,Government support for community action,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2358,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,No,,,,,,
1059,SA_0000001722,Government support for community action,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2358,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,No,,,,,,
1060,SA_0000001722,Government support for community action,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2358,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,No,,,,,,
1061,SA_0000001726,Penalties for drink driving,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3781,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,Yes,,,,,,
1062,SA_0000001727,Sobriety checkpoints,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2344,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,Yes,,,,,,
1063,SA_0000001726,Penalties for drink driving,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3781,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,Yes,,,,,,
1064,SA_0000001762,National guidelines for alcohol problem prevention and counselling at workplaces,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4448,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,No,,,,,,
1065,SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2332,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,MLE,Male,,,,,,,,41.5,,,,,,
1066,SA_0000001759,"15-19 years old, current drinkers (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,FMLE,Female,,,,,,,,22.2 [19.2-25.5],22.20000,,,,,
1067,SA_0000001759,"15-19 years old, current drinkers (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,MLE,Male,,,,,,,,51.7 [46.9-56.4],51.70000,,,,,
1068,W27_smokeless_prod_ban,Ban on sale of smokeless tobacco products,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5583,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,,,,,,,No,,,,,,
1069,W27_smokeless_prod_ban,Ban on sale of smokeless tobacco products,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5583,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,No,,,,,,
1070,W27_smokeless_prod_ban,Ban on sale of smokeless tobacco products,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5583,PUBLISHED,Published,,2014,2014,,AFR,Africa,,,2014,2014,,,NGA,Nigeria,,,,,,,,,,,No,,,,,,
1071,RSUD_84,"Standards of care for health professionals, human rights",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2578,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,,,,,,,yes,,,,,,
1072,RSUD_85,NGOs for alcohol use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2579,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,,,,,,,yes,,,,,,
1073,RSUD_87,Self-help groups for substance use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2581,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,,,,,,,yes,,,,,,
1074,RSUD_86,NGOs for drug use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2580,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,,,,,,,yes,,,,,,
1075,RSUD_87,Self-help groups for substance use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2581,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,,,,,,,no,,,,,,
1076,RSUD_81,Clinical supervision of health care staff,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2575,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,,,,,,,yes,,,,,,
1077,RSUD_85,NGOs for alcohol use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2579,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,,,,,,,yes,,,,,,
1078,RSUD_88,Groups and agencies for the prevention of substance use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2582,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,,,,,,,yes,,,,,,
1079,RSUD_88,Groups and agencies for the prevention of substance use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2582,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,,,,,,,yes,,,,,,
1080,RSUD_73,Government unit for substance use disorder prevention,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2567,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,,,,,,,yes,,,,,,
1081,RSUD_79,Harm reduction programmes for IDUs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2573,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,,,,,,,no,,,,,,
1082,RSUD_79,Harm reduction programmes for IDUs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2573,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,,,,,,,no,,,,,,
1083,RSUD_76,"Prevention activities for substance use disorders, main focus",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2570,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,,,,,,,Alcohol and drugs,,,,,,
1084,RSUD_79,Harm reduction programmes for IDUs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2573,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,,,,,,,no,,,,,,
1085,SA_0000001712,Community-based interventions/projects involving stakeholders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2365,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,,,,,,,.,,,,,,
1086,SA_0000001710,Public-funded alcohol research/monitoring programmes,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2364,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,,,,,,,.,,,,,,
1087,SA_0000001711,"Public funds designated for alcohol research/monitoring programmes, in Euros",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2319,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,,,,,,,.,,,,,,
1088,SA_0000001706,National treatment policy for alcohol use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1412,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,,,,,,,Yes,,,,,,
1089,SA_0000001717,Prevention/counselling at workplaces for those with alcohol problems,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2373,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,,,,,,,.,,,,,,
1090,SA_0000001713,Interventions/projects actively involving young people and civil society,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2367,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,,,,,,,.,,,,,,
1091,MH_1,Mental health policy,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2950,PUBLISHED,Published,,2011,2011,,AFR,Africa,,,2011,2011,,,NGA,Nigeria,,,,,,,,,,,Yes,,,,,,
1092,SA_0000001752,"Alcohol, total (recorded + unrecorded) per capita (15+) consumption, projected estimates for 2016",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,PUBLISHED,Published,,2012,2012,,AFR,Africa,,,2012,2012,,,NGA,Nigeria,,,,,,,,,,,9.5 [7.0-12.0],9.50000,7.0,12.0,,,
1093,SA_0000001749,"Alcohol, total (recorded 3 year average + unrecorded) per capita (15+) consumption (in litres of pure alcohol) with 95%CI",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/465,PUBLISHED,Published,,2008-2010,2008-2010,,AFR,Africa,,,2008,2010,,,NGA,Nigeria,,MLE,Male,,,,,,,,14.9 [13.6-16.2],14.90000,13.6,16.2,,,
1094,MH_3,Stand-alone law for mental health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2956,PUBLISHED,Published,,2014,2014,,AFR,Africa,,WB_LMI,2014,2014,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,No,,,,,,
1095,W21_emissions_A,Cigarette packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2734,PUBLISHED,Published,,2014,2014,,AFR,Africa,,,2014,2014,,,NGA,Nigeria,,,,,,,,,,,No,,,,,,
1096,E15_sponsored_events,Sponsored events,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1317,PUBLISHED,Published,,2014,2014,,AFR,Africa,,,2014,2014,,,NGA,Nigeria,,,,,,,,,,,No,,,,,,
1097,E19_movies_anti_tob_ads,"Required anti-tobacco ads for any visual entertainment media product that depicts tobacco products, use or images",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4585,PUBLISHED,Published,,2012,2012,,AFR,Africa,,,2012,2012,,,NGA,Nigeria,,,,,,,,,,,Yes,,,,,,
1098,PC_sfe_compliance,Compliance with regulations on smoke-free environments (national legislation),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1265,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,NGA,Nigeria,,,,,,,,,,,7,7.00000,,,,,
1099,E15_sponsored_events,Sponsored events,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1317,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,NGA,Nigeria,,,,,,,,,,,No,,,,,,
1100,E17_csr_promo_others,Ban on entities other than tobacco companies/tobacco industry publicizing the Corporate Social Responsibility� activities of the tobacco companies,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4582,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,NGA,Nigeria,,,,,,,,,,,No,,,,,,
1101,E21_vending_machines,Complete ban on tobacco vending machines,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4586,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,NGA,Nigeria,,,,,,,,,,,No,,,,,,
1102,E19_movies_anti_tob_ads,"Required anti-tobacco ads for any visual entertainment media product that depicts tobacco products, use or images",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4585,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,NGA,Nigeria,,,,,,,,,,,Yes,,,,,,
1103,E22_subnational_exists,"Subnational bans on tobacco advertising, promotion and sponsorship",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1318,PUBLISHED,Published,,2007,2007,,AFR,Africa,,,2007,2007,,,NGA,Nigeria,,,,,,,,,,,Yes,,,,,,
1104,M_smkless_def_text_adult,Adult smokeless tobacco use indicator definition,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4571,PUBLISHED,Published,,,,,AFR,Africa,,,,,,,NGA,Nigeria,,,,,,,,,,,Current smokeless tobacco use,,,,,,
1105,M_def_1_text_youth,Youth indicator 1 definition,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4571,PUBLISHED,Published,,,,,AFR,Africa,,,,,,,NGA,Nigeria,,,,,,,,,,,Current tobacco use,,,,,,
1106,M_survey_title_youth,Name of survey of youth,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4570,PUBLISHED,Published,,,,,AFR,Africa,,,,,,,NGA,Nigeria,,,,,,,,,,,Global Youth Tobacco Survey (Abuja),,,,,,
1107,M_smkless_svy_national_youth,Representativeness of survey of youth - smokeless,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/345,PUBLISHED,Published,,,,,AFR,Africa,,,,,,,NGA,Nigeria,,,,,,,,,,,Subnational,,,,,,
1108,Camp_airtime,Process evaluation was employed to assess implementation,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2754,PUBLISHED,Published,,,,,AFR,Africa,,,,,,,NGA,Nigeria,,,,,,,,,,,Not applicable,,,,,,Data not required/not applicable
1109,EC_indirect_compliance,Compliance with bans on promotion and sponsorship,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1295,PUBLISHED,Published,,2007,2007,,AFR,Africa,,,2007,2007,,,NGA,Nigeria,,,,,,,,,,,Not applicable,,,,,,Data not required/not applicable
1110,P16_subnat_complete_bans_exist,Comprehensive bans in place subnationally,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1242,PUBLISHED,Published,,2012,2012,,AFR,Africa,,,2012,2012,,,NGA,Nigeria,,,,,,,,,,,Not applicable,,,,,,Data not required/not applicable
1111,R_excise_incr,Tobacco excises increased over the survey period,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2760,PUBLISHED,Published,,2012,2012,,AFR,Africa,,,2012,2012,,,NGA,Nigeria,,,,,,,,,,,No,,,,,,
1112,M_def_1_prev_youth,Youth indicator 1 rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4572,PUBLISHED,Published,,,,,AFR,Africa,,,,,,,NGA,Nigeria,,BTSX,Both sexes,,,,,,,,15.4,15.40000,,,,,
1113,M_def_1_prev_youth,Youth indicator 1 rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4572,PUBLISHED,Published,,,,,AFR,Africa,,,,,,,NGA,Nigeria,,MLE,Male,,,,,,,,19.2,19.20000,,,,,
1114,M_def_2_prev_youth,Youth indicator 2 rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4572,PUBLISHED,Published,,,,,AFR,Africa,,,,,,,NGA,Nigeria,,FMLE,Female,,,,,,,,1.3,1.30000,,,,,
1115,M_def_2_prev_youth,Youth indicator 2 rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4572,PUBLISHED,Published,,,,,AFR,Africa,,,,,,,NGA,Nigeria,,MLE,Male,,,,,,,,5.6,5.60000,,,,,
1116,M_smkless_prev_youth,Youth smokeless tobacco use indicator rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4572,PUBLISHED,Published,,,,,AFR,Africa,,,,,,,NGA,Nigeria,,MLE,Male,,,,,,,,10.6,10.60000,,,,,
1117,R_Other_average,Average - taxes as a % of cigarette price - other taxes,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4599,PUBLISHED,Published,,2012,2012,,AFR,Africa,,,2012,2012,,,NGA,Nigeria,,,,,,,,,,,0.00,0.00000,,,,,
1118,R_Sp_excise_average,Average - taxes as a % of cigarette price - specific excise,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4598,PUBLISHED,Published,,2012,2012,,AFR,Africa,,,2012,2012,,,NGA,Nigeria,,,,,,,,,,,0.00,0.00000,,,,,
1119,R_Ad_val_average,Average - taxes as a % of cigarette price - ad valorem excise,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4596,PUBLISHED,Published,,2012,2012,,AFR,Africa,,,2012,2012,,,NGA,Nigeria,,,,,,,,,,,16.90,16.90000,,,,,
1120,R_Sp_excise_average,Average - taxes as a % of cigarette price - specific excise,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4598,PUBLISHED,Published,,2014,2014,,AFR,Africa,,,2014,2014,,,NGA,Nigeria,,,,,,,,,,,Not available,,,,,,Data not reported/not available
1121,R_VAT_average,Average - taxes as a % of cigarette price - value added tax,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4601,PUBLISHED,Published,,2014,2014,,AFR,Africa,,,2014,2014,,,NGA,Nigeria,,,,,,,,,,,Not available,,,,,,Data not reported/not available
1122,MH_12,Age-standardized suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,NGA,Nigeria,,FMLE,Female,,,,,,,,20.1,20.10000,,,,,
1123,MH_12,Age-standardized suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,NGA,Nigeria,,MLE,Male,,,,,,,,16.1,16.10000,,,,,
1124,SA_0000001754,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4404,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,MLE,Male,,,,,,,,0.9,,,,,,
1125,SA_0000001719,Advertising restrictions on social media,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1408,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,no restriction,,,,,,
1126,SA_0000001720,Restrictions on product placement in films/movies,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1409,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,no restriction,,,,,,
1127,SA_0000001722,Government support for community action,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2358,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,Yes,,,,,,
1128,SA_0000001728,Detection of marketing infringements,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3782,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,No,,,,,,
1129,SA_0000001726,Penalties for drink driving,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3781,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,Yes,,,,,,
1130,SA_0000001729,Penalties for marketing infringements,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3783,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,No,,,,,,
1131,SA_0000001730,Price measures,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3784,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,No,,,,,,
1132,SA_0000001731,Level of taxation adjusted for inflation,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3785,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,SA_WINE,Wine,,,,,No,,,,,,
1133,SA_0000001733,"Consumer information about calories, additives, etc on containers",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3787,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,SA_BEER,Beer,,,,,No,,,,,,
1134,SA_0000001734,Number of standard alcoholic drinks displayed on containers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3788,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,SA_WINE,Wine,,,,,No,,,,,,
1135,SA_0000001735,Alcohol content displayed on containers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3789,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,SA_SPIRITS,Spirits,,,,,No,,,,,,
1136,SA_0000001767,Legislation on alcohol testing at workplaces,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4452,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,No,,,,,,
1137,SA_0000001755,"15-19 years old heavy episodic drinkers (population), % with 95%CI",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/459,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,NGA,Nigeria,,BTSX,Both sexes,,,,,,,,14.6 [11.1-18.2],14.60000,11.1,18.2,,,
1138,SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2332,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,BTSX,Both sexes,,,,,,,,7.9,,,,,,
1139,SA_0000001699,Age limits off-premise sales,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1400,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,SA_WINE,Wine,,,,,None,,,,,,
1140,SA_0000001759,"15-19 years old, current drinkers (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,BTSX,Both sexes,,,,,,,,37.3 [34.3-40.2],37.30000,,,,,
1141,SA_0000001747,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), three-year average with 95%CI",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2016-2018,2016-2018,,AFR,Africa,,,2016,2018,,,NGA,Nigeria,,,,,,,,,,,7.8 [6.2-9.4],7.80000,6.2,9.4,,,
1142,W27_smokeless_prod_ban,Ban on sale of smokeless tobacco products,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5583,PUBLISHED,Published,,2007,2007,,AFR,Africa,,,2007,2007,,,NGA,Nigeria,,,,,,,,,,,No,,,,,,
1143,W27_smokeless_prod_ban,Ban on sale of smokeless tobacco products,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5583,PUBLISHED,Published,,2012,2012,,AFR,Africa,,,2012,2012,,,NGA,Nigeria,,,,,,,,,,,No,,,,,,
1144,SA_0000001770,Regular reports from national monitoring systems,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2362,PUBLISHED,Published,,2012,2012,,AFR,Africa,,,2012,2012,,,NGA,Nigeria,,,,,,,,,,,,,,,,,missing data
1145,SA_0000001760,15-19 years old total alcohol consumption in litres of pure alcohol,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/465,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,NGA,Nigeria,,MLE,Male,,,,,,,,11.6 [8.2-15.3],11.60000,8.2,15.3,,,
1146,SA_0000001760,15-19 years old total alcohol consumption in litres of pure alcohol,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/465,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,NGA,Nigeria,,FMLE,Female,,,,,,,,4.7 [3.2-6.3],4.70000,3.2,6.3,,,
1147,SA_0000001760,15-19 years old total alcohol consumption in litres of pure alcohol,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/465,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,NGA,Nigeria,,BTSX,Both sexes,,,,,,,,8.2 [6.3-10.2],8.20000,6.3,10.2,,,
1148,MH_19,Mental hospital admissions (per 100 000 population),,PUBLISHED,Published,,2014,2014,,AFR,Africa,,,2014,2014,,,NGA,Nigeria,,,,,,,,,,,4.840,4.84000,,,,,
1149,MH_24,Mental health units in general hospitals admissions (per 100 000 population),,PUBLISHED,Published,,2014,2014,,AFR,Africa,,,2014,2014,,,NGA,Nigeria,,,,,,,,,,,2.178,2.17800,,,,,
1150,MH_25,Stand-alone policy or plan for mental health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2950,PUBLISHED,Published,,2014,2014,,AFR,Africa,,WB_LMI,2014,2014,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,Yes,,,,,,
1151,P2_compliance,Compliance of ban on smoking in EDUCATIONAL FACILITIES EXCEPT UNIVERSITIES,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1265,PUBLISHED,Published,,2014,2014,,AFR,Africa,,,2014,2014,,,NGA,Nigeria,,,,,,,,,,,7,7.00000,,,,,
1152,P1_compliance,Compliance of ban on smoking in HEALTH-CARE FACILITIES,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1265,PUBLISHED,Published,,2014,2014,,AFR,Africa,,,2014,2014,,,NGA,Nigeria,,,,,,,,,,,10,10.00000,,,,,
1153,P8_compliance,Compliance of ban on smoking in PUBLIC TRANSPORT,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1265,PUBLISHED,Published,,2014,2014,,AFR,Africa,,,2014,2014,,,NGA,Nigeria,,,,,,,,,,,10,10.00000,,,,,
1154,E23_subnat_complete_bans_exist,"Subnational advertising, promotion and sponsorship bans - at least one jurisdiction has a comprehensive ban in place",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4589,PUBLISHED,Published,,2014,2014,,AFR,Africa,,,2014,2014,,,NGA,Nigeria,,,,,,,,,,,No,,,,,,
1155,E25_ban_display_pt_of_sale,Ban on display of tobacco products at points of sale,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4588,PUBLISHED,Published,,2014,2014,,AFR,Africa,,,2014,2014,,,NGA,Nigeria,,,,,,,,,,,No,,,,,,
1156,E26_direct_ad_fines,Law requires fines for violations of direct advertising bans,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4567,PUBLISHED,Published,,2014,2014,,AFR,Africa,,,2014,2014,,,NGA,Nigeria,,,,,,,,,,,No,,,,,,
1157,E27_indirect_ad_fines,Law requires fines for violations of indirect advertising bans,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4568,PUBLISHED,Published,,2014,2014,,AFR,Africa,,,2014,2014,,,NGA,Nigeria,,,,,,,,,,,No,,,,,,
