index,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),ENVCAUSE (CODE),ENVCAUSE (DISPLAY),ENVCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
251,SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,155[ 136-171],154.98877,136.24933,170.68788,,,
252,SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,313[ 278-340],312.58353,278.10043,340.3638,,,
253,SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,301[ 265-331],300.92685,264.5423,331.40829,,,
254,SDGDISASTER,Average death rate due to natural disasters (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4665,PUBLISHED,Published,,2012-2016,2012-2016,,AFR,Africa,,,2012,2016,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,0.1,0.05371,,,,,
255,SDGDISASTER,Average death rate due to natural disasters (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4665,PUBLISHED,Published,,2012-2016,2012-2016,,AFR,Africa,,,2012,2016,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,<0.1,0.03945,,,,,
256,SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,71.6,71.58229,,,,,
257,SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,65.6,65.59476,,,,,
258,SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,68.6,68.62818,,,,,
259,SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5338,PUBLISHED,Published,,2018,2018,,AFR,Africa,,,2018,2018,,,NGA,Nigeria,,,,,,,,,,,,,,52,52.00000,,,,,
260,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2000,2000,,AFR,Africa,,,2000,2000,,,NGA,Nigeria,,,,,,,,,,,,,,438.75,438.75260,,,,,
261,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2001,2001,,AFR,Africa,,,2001,2001,,,NGA,Nigeria,,,,,,,,,,,,,,429.04,429.04240,,,,,
262,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2002,2002,,AFR,Africa,,,2002,2002,,,NGA,Nigeria,,,,,,,,,,,,,,412.96,412.95900,,,,,
263,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2003,2003,,AFR,Africa,,,2003,2003,,,NGA,Nigeria,,,,,,,,,,,,,,409.16,409.15710,,,,,
264,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,,,,281.38,281.37660,,,,,
265,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2017,2017,,AFR,Africa,,,2017,2017,,,NGA,Nigeria,,,,,,,,,,,,,,283.06,283.06410,,,,,
266,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2018,2018,,AFR,Africa,,,2018,2018,,,NGA,Nigeria,,,,,,,,,,,,,,291.94,291.94250,,,,,
267,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,5.7,5.70000,,,,,
268,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,0.9,0.90000,,,,,
269,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,10.5,10.50000,,,,,
270,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2013,2013,,AFR,Africa,,,2013,2013,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,5.3,5.30000,,,,,
271,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2017,2017,,AFR,Africa,,,2017,2017,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,9.2,9.20000,,,,,
272,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2018,2018,,AFR,Africa,,,2018,2018,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,4.8,4.80000,,,,,
273,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2018,2018,,AFR,Africa,,,2018,2018,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,0.5,0.50000,,,,,
274,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2018,2018,,AFR,Africa,,,2018,2018,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,9.0,9.00000,,,,,
275,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2018,2018,,AFR,Africa,,,2018,2018,,,NGA,Nigeria,,,,,,,,,,,,,,10,10.00000,,,,,
276,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2005,2005,,AFR,Africa,,,2005,2005,,,NGA,Nigeria,,,,,,,,,,,,,,<5,5.00000,,,,,
277,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,,,,,,,,,,,,,<5,5.00000,,,,,
278,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2003,2003,,AFR,Africa,,,2003,2003,,,NGA,Nigeria,,,,,,,,,,,,,,<5,5.00000,,,,,
279,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2002,2002,,AFR,Africa,,,2002,2002,,,NGA,Nigeria,,,,,,,,,,,,,,<5,5.00000,,,,,
280,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2001,2001,,AFR,Africa,,,2001,2001,,,NGA,Nigeria,,,,,,,,,,,,,,<5,5.00000,,,,,
281,SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,PUBLISHED,Published,,2018,2018,,AFR,Africa,,,2018,2018,,,NGA,Nigeria,,,,,,,,,,,,,,131 000 000,131000000.00000,,,,,
282,SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,PUBLISHED,Published,,2017,2017,,AFR,Africa,,,2017,2017,,,NGA,Nigeria,,,,,,,,,,,,,,134 000 000,134000000.00000,,,,,
283,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1990,1990,,AFR,Africa,,,1990,1990,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,0.75 [0.45–1.28],0.75000,0.45,1.28,,,
284,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1991,1991,,AFR,Africa,,,1991,1991,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,0.84 [0.5–1.43],0.84000,0.5,1.43,,,
285,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1996,1996,,AFR,Africa,,,1996,1996,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,1.1 [0.65–1.88],1.10000,0.65,1.88,,,
286,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2002,2002,,AFR,Africa,,,2002,2002,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,0.94 [0.56–1.6],0.94000,0.56,1.6,,,
287,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,0.79 [0.47–1.35],0.79000,0.47,1.35,,,
288,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2013,2013,,AFR,Africa,,,2013,2013,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,0.64 [0.38–1.09],0.64000,0.38,1.09,,,
289,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2014,2014,,AFR,Africa,,,2014,2014,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,0.59 [0.35–1],0.59000,0.35,1.0,,,
290,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,0.52 [0.31–0.88],0.52000,0.31,0.88,,,
291,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1990,1990,,AFR,Africa,,,1990,1990,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,0.76 [0.45–1.3],0.76000,0.45,1.3,,,
292,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1995,1995,,AFR,Africa,,,1995,1995,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,1 [0.59–1.72],1.00000,0.59,1.72,,,
293,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1996,1996,,AFR,Africa,,,1996,1996,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,1.02 [0.6–1.75],1.02000,0.6,1.75,,,
294,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2001,2001,,AFR,Africa,,,2001,2001,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,0.89 [0.53–1.52],0.89000,0.53,1.52,,,
295,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2007,2007,,AFR,Africa,,,2007,2007,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,0.72 [0.43–1.24],0.72000,0.43,1.24,,,
296,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2013,2013,,AFR,Africa,,,2013,2013,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,0.57 [0.33–0.97],0.57000,0.33,0.97,,,
297,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2018,2018,,AFR,Africa,,,2018,2018,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,0.47 [0.28–0.8],0.47000,0.28,0.8,,,
298,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,0.46 [0.27–0.79],0.46000,0.27,0.79,,,
299,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1994,1994,,AFR,Africa,,,1994,1994,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,1.11 [0.66–1.89],1.11000,0.66,1.89,,,
300,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1995,1995,,AFR,Africa,,,1995,1995,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,1.15 [0.68–1.96],1.15000,0.68,1.96,,,
301,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2000,2000,,AFR,Africa,,,2000,2000,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,1.15 [0.67–1.95],1.15000,0.67,1.95,,,
302,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2006,2006,,AFR,Africa,,,2006,2006,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,0.91 [0.54–1.55],0.91000,0.54,1.55,,,
303,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2012,2012,,AFR,Africa,,,2012,2012,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,0.77 [0.46–1.31],0.77000,0.46,1.31,,,
304,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2017,2017,,AFR,Africa,,,2017,2017,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,0.6 [0.35–1.01],0.60000,0.35,1.01,,,
305,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2018,2018,,AFR,Africa,,,2018,2018,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,0.59 [0.35–1],0.59000,0.35,1.0,,,
306,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2005,2005,,AFR,Africa,,,2005,2005,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,10.1,10.10000,,,,,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
307,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2005,2005,,AFR,Africa,,,2005,2005,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,9.6,9.60000,,,,,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
308,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,9.2,9.20000,,,,,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
309,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,9.5,9.50000,,,,,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
310,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2001,2001,,AFR,Africa,,,2001,2001,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,47.2,47.18024,,,,,WHO life table method: Other HIV countries
311,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2003,2003,,AFR,Africa,,,2003,2003,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,47.9,47.91391,,,,,WHO life table method: Other HIV countries
312,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,51.1,51.08654,,,,,WHO life table method: Other HIV countries
313,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,52.1,52.10809,,,,,WHO life table method: Other HIV countries
314,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2001,2001,,AFR,Africa,,,2001,2001,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,48.0,48.02102,,,,,WHO life table method: Other HIV countries
315,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,51.6,51.60806,,,,,WHO life table method: Other HIV countries
316,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,52.6,52.61499,,,,,WHO life table method: Other HIV countries
317,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,AFR,Africa,,,2015,2015,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,55.3,55.31094,,,,,WHO life table method: Other HIV countries
318,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2006,2006,,AFR,Africa,,,2006,2006,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,50.2,50.22107,,,,,WHO life table method: Other HIV countries
319,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,51.4,51.35106,,,,,WHO life table method: Other HIV countries
320,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,AFR,Africa,,,2015,2015,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,54.8,54.78326,,,,,WHO life table method: Other HIV countries
321,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AFR,Africa,,,2000,2000,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,41.3,41.31361,,,,,
322,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,46.2,46.15528,,,,,
323,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,46.2,46.15934,,,,,
324,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,49.2,49.21461,,,,,
325,WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,10.5,10.47083,,,,,
326,WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2005,2005,,AFR,Africa,,,2005,2005,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,10.0,9.96881,,,,,
327,WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2005,2005,,AFR,Africa,,,2005,2005,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,9.8,9.82461,,,,,
328,WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2015,2015,,AFR,Africa,,,2015,2015,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,10.6,10.59254,,,,,
329,SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2000,2000,,AFR,Africa,,,2000,2000,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,5.0,5.02034,,,,,
330,SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2005,2005,,AFR,Africa,,,2005,2005,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,3.6,3.63147,,,,,
331,SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,2.6,2.59837,,,,,
332,SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2015,2015,,AFR,Africa,,,2015,2015,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,3.8,3.76417,,,,,
333,SDGIHR,"Average of 13 International Health Regulations core capacity scores, 1st version of the questionnaire",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4672,PUBLISHED,Published,,2011,2011,,AFR,Africa,,,2011,2011,,,NGA,Nigeria,,,,,,,,,,,,,,38,38.00000,,,,,
334,SDGIHR,"Average of 13 International Health Regulations core capacity scores, 1st version of the questionnaire",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4672,PUBLISHED,Published,,2013,2013,,AFR,Africa,,,2013,2013,,,NGA,Nigeria,,,,,,,,,,,,,,52,52.00000,,,,,
335,SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,URB,Urban,,,,,46.3 [40.1-123.4],46.28043,40.13565,123.41503,,,
336,SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,MLE,Male,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,0[ 0–0],0.29281,0.22768,0.34769,,,
337,SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,FMLE,Female,,,,,ENVCAUSE114,Stroke,,18[ 16–21],18.32629,16.05251,20.63423,,,
