index,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
2734,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2012.0,2012,,AFR,Africa,,NGA,2012,2012,Nigeria,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,1.1 [0.5-1.9],1.10000,0.5,1.9,,,
2735,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2014.0,2014,,AFR,Africa,,NGA,2014,2014,Nigeria,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,1.3 [0.6-2.4],1.30000,0.6,2.4,,,
2736,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1978.0,1978,,AFR,Africa,,NGA,1978,1978,Nigeria,,YEARS05-19,5-19  years,,FMLE,Female,,,,,0.0 [0.0-0.3],0.00000,0.0,0.3,,,
2737,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1980.0,1980,,AFR,Africa,,NGA,1980,1980,Nigeria,,YEARS05-19,5-19  years,,FMLE,Female,,,,,0.1 [0.0-0.3],0.10000,0.0,0.3,,,
2738,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1991.0,1991,,AFR,Africa,,NGA,1991,1991,Nigeria,,YEARS05-09,5-9 years,,MLE,Male,,,,,1.1 [0.4-2.6],1.10000,0.4,2.6,,,
2739,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1993.0,1993,,AFR,Africa,,NGA,1993,1993,Nigeria,,YEARS05-09,5-9 years,,MLE,Male,,,,,1.4 [0.5-3.0],1.40000,0.5,3.0,,,
2740,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2000.0,2000,,AFR,Africa,,NGA,2000,2000,Nigeria,,YEARS05-09,5-9 years,,MLE,Male,,,,,2.4 [1.1-4.4],2.40000,1.1,4.4,,,
2741,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2000.0,2000,,AFR,Africa,,NGA,2000,2000,Nigeria,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,3.6 [2.1-5.4],3.60000,2.1,5.4,,,
2742,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2002.0,2002,,AFR,Africa,,NGA,2002,2002,Nigeria,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,4.0 [2.5-6.0],4.00000,2.5,6.0,,,
2743,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2007.0,2007,,AFR,Africa,,NGA,2007,2007,Nigeria,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,5.5 [3.7-7.6],5.50000,3.7,7.6,,,
2744,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2009.0,2009,,AFR,Africa,,NGA,2009,2009,Nigeria,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,6.1 [4.2-8.5],6.10000,4.2,8.5,,,
2745,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2011.0,2011,,AFR,Africa,,NGA,2011,2011,Nigeria,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,6.8 [4.7-9.4],6.80000,4.7,9.4,,,
2746,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2016.0,2016,,AFR,Africa,,NGA,2016,2016,Nigeria,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,8.9 [5.8-12.9],8.90000,5.8,12.9,,,
2747,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1987.0,1987,,AFR,Africa,,NGA,1987,1987,Nigeria,,YEARS05-19,5-19  years,,FMLE,Female,,,,,0.1 [0.0-0.5],0.10000,0.0,0.5,,,
2748,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1989.0,1989,,AFR,Africa,,NGA,1989,1989,Nigeria,,YEARS05-19,5-19  years,,FMLE,Female,,,,,0.2 [0.0-0.6],0.20000,0.0,0.6,,,
2749,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1996.0,1996,,AFR,Africa,,NGA,1996,1996,Nigeria,,YEARS05-19,5-19  years,,FMLE,Female,,,,,0.4 [0.1-1.1],0.40000,0.1,1.1,,,
2750,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1998.0,1998,,AFR,Africa,,NGA,1998,1998,Nigeria,,YEARS05-19,5-19  years,,FMLE,Female,,,,,0.5 [0.1-1.3],0.50000,0.1,1.3,,,
2751,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2003.0,2003,,AFR,Africa,,NGA,2003,2003,Nigeria,,YEARS05-19,5-19  years,,FMLE,Female,,,,,0.8 [0.3-1.8],0.80000,0.3,1.8,,,
2752,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2005.0,2005,,AFR,Africa,,NGA,2005,2005,Nigeria,,YEARS05-19,5-19  years,,FMLE,Female,,,,,0.9 [0.3-2.0],0.90000,0.3,2.0,,,
2753,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2012.0,2012,,AFR,Africa,,NGA,2012,2012,Nigeria,,YEARS05-19,5-19  years,,FMLE,Female,,,,,1.6 [0.6-3.3],1.60000,0.6,3.3,,,
2754,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2014.0,2014,,AFR,Africa,,NGA,2014,2014,Nigeria,,YEARS05-19,5-19  years,,FMLE,Female,,,,,1.9 [0.7-3.9],1.90000,0.7,3.9,,,
2755,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1978.0,1978,,AFR,Africa,,NGA,1978,1978,Nigeria,,YEARS05-09,5-9 years,,FMLE,Female,,,,,0.1 [0.0-0.4],0.10000,0.0,0.4,,,
2756,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1980.0,1980,,AFR,Africa,,NGA,1980,1980,Nigeria,,YEARS05-09,5-9 years,,FMLE,Female,,,,,0.1 [0.0-0.4],0.10000,0.0,0.4,,,
2757,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1987.0,1987,,AFR,Africa,,NGA,1987,1987,Nigeria,,YEARS05-09,5-9 years,,FMLE,Female,,,,,0.2 [0.0-0.7],0.20000,0.0,0.7,,,
2758,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1989.0,1989,,AFR,Africa,,NGA,1989,1989,Nigeria,,YEARS05-09,5-9 years,,FMLE,Female,,,,,0.2 [0.0-0.9],0.20000,0.0,0.9,,,
2759,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1996.0,1996,,AFR,Africa,,NGA,1996,1996,Nigeria,,YEARS05-09,5-9 years,,FMLE,Female,,,,,0.5 [0.1-1.6],0.50000,0.1,1.6,,,
2760,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1998.0,1998,,AFR,Africa,,NGA,1998,1998,Nigeria,,YEARS05-09,5-9 years,,FMLE,Female,,,,,0.6 [0.1-1.9],0.60000,0.1,1.9,,,
2761,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2003.0,2003,,AFR,Africa,,NGA,2003,2003,Nigeria,,YEARS05-09,5-9 years,,FMLE,Female,,,,,1.0 [0.3-2.6],1.00000,0.3,2.6,,,
2762,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2005.0,2005,,AFR,Africa,,NGA,2005,2005,Nigeria,,YEARS05-09,5-9 years,,FMLE,Female,,,,,1.2 [0.3-3.0],1.20000,0.3,3.0,,,
2763,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2012.0,2012,,AFR,Africa,,NGA,2012,2012,Nigeria,,YEARS05-09,5-9 years,,FMLE,Female,,,,,2.1 [0.6-4.6],2.10000,0.6,4.6,,,
2764,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2014.0,2014,,AFR,Africa,,NGA,2014,2014,Nigeria,,YEARS05-09,5-9 years,,FMLE,Female,,,,,2.3 [0.7-5.3],2.30000,0.7,5.3,,,
2765,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1978.0,1978,,AFR,Africa,,NGA,1978,1978,Nigeria,,YEARS10-19,10-19 years,,FMLE,Female,,,,,0.0 [0.0-0.2],0.00000,0.0,0.2,,,
2766,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1980.0,1980,,AFR,Africa,,NGA,1980,1980,Nigeria,,YEARS10-19,10-19 years,,FMLE,Female,,,,,0.0 [0.0-0.2],0.00000,0.0,0.2,,,
2767,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1987.0,1987,,AFR,Africa,,NGA,1987,1987,Nigeria,,YEARS10-19,10-19 years,,FMLE,Female,,,,,0.1 [0.0-0.4],0.10000,0.0,0.4,,,
2768,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1989.0,1989,,AFR,Africa,,NGA,1989,1989,Nigeria,,YEARS10-19,10-19 years,,FMLE,Female,,,,,0.1 [0.0-0.5],0.10000,0.0,0.5,,,
2769,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1996.0,1996,,AFR,Africa,,NGA,1996,1996,Nigeria,,YEARS10-19,10-19 years,,FMLE,Female,,,,,0.3 [0.1-0.9],0.30000,0.1,0.9,,,
2770,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1998.0,1998,,AFR,Africa,,NGA,1998,1998,Nigeria,,YEARS10-19,10-19 years,,FMLE,Female,,,,,0.4 [0.1-1.0],0.40000,0.1,1.0,,,
2771,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2003.0,2003,,AFR,Africa,,NGA,2003,2003,Nigeria,,YEARS10-19,10-19 years,,FMLE,Female,,,,,0.6 [0.2-1.4],0.60000,0.2,1.4,,,
2772,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2005.0,2005,,AFR,Africa,,NGA,2005,2005,Nigeria,,YEARS10-19,10-19 years,,FMLE,Female,,,,,0.8 [0.3-1.6],0.80000,0.3,1.6,,,
2773,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2012.0,2012,,AFR,Africa,,NGA,2012,2012,Nigeria,,YEARS10-19,10-19 years,,FMLE,Female,,,,,1.3 [0.5-2.7],1.30000,0.5,2.7,,,
2774,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2014.0,2014,,AFR,Africa,,NGA,2014,2014,Nigeria,,YEARS10-19,10-19 years,,FMLE,Female,,,,,1.5 [0.6-3.2],1.50000,0.6,3.2,,,
2775,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1978.0,1978,,AFR,Africa,,NGA,1978,1978,Nigeria,,YEARS05-19,5-19  years,,MLE,Male,,,,,0.0 [0.0-0.2],0.00000,0.0,0.2,,,
2776,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1980.0,1980,,AFR,Africa,,NGA,1980,1980,Nigeria,,YEARS05-19,5-19  years,,MLE,Male,,,,,0.0 [0.0-0.2],0.00000,0.0,0.2,,,
2777,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1987.0,1987,,AFR,Africa,,NGA,1987,1987,Nigeria,,YEARS05-19,5-19  years,,MLE,Male,,,,,0.1 [0.0-0.4],0.10000,0.0,0.4,,,
2778,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1989.0,1989,,AFR,Africa,,NGA,1989,1989,Nigeria,,YEARS05-19,5-19  years,,MLE,Male,,,,,0.1 [0.0-0.4],0.10000,0.0,0.4,,,
2779,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1996.0,1996,,AFR,Africa,,NGA,1996,1996,Nigeria,,YEARS05-19,5-19  years,,MLE,Male,,,,,0.2 [0.0-0.7],0.20000,0.0,0.7,,,
2780,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1998.0,1998,,AFR,Africa,,NGA,1998,1998,Nigeria,,YEARS05-19,5-19  years,,MLE,Male,,,,,0.2 [0.0-0.8],0.20000,0.0,0.8,,,
2781,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2003.0,2003,,AFR,Africa,,NGA,2003,2003,Nigeria,,YEARS05-19,5-19  years,,MLE,Male,,,,,0.4 [0.1-1.2],0.40000,0.1,1.2,,,
2782,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2005.0,2005,,AFR,Africa,,NGA,2005,2005,Nigeria,,YEARS05-19,5-19  years,,MLE,Male,,,,,0.5 [0.1-1.4],0.50000,0.1,1.4,,,
2783,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2012.0,2012,,AFR,Africa,,NGA,2012,2012,Nigeria,,YEARS05-19,5-19  years,,MLE,Male,,,,,1.2 [0.4-2.6],1.20000,0.4,2.6,,,
2784,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2014.0,2014,,AFR,Africa,,NGA,2014,2014,Nigeria,,YEARS05-19,5-19  years,,MLE,Male,,,,,1.4 [0.4-3.5],1.40000,0.4,3.5,,,
2785,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1978.0,1978,,AFR,Africa,,NGA,1978,1978,Nigeria,,YEARS05-09,5-9 years,,MLE,Male,,,,,0.0 [0.0-0.4],0.00000,0.0,0.4,,,
2786,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1980.0,1980,,AFR,Africa,,NGA,1980,1980,Nigeria,,YEARS05-09,5-9 years,,MLE,Male,,,,,0.1 [0.0-0.4],0.10000,0.0,0.4,,,
2787,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1987.0,1987,,AFR,Africa,,NGA,1987,1987,Nigeria,,YEARS05-09,5-9 years,,MLE,Male,,,,,0.1 [0.0-0.6],0.10000,0.0,0.6,,,
2788,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1989.0,1989,,AFR,Africa,,NGA,1989,1989,Nigeria,,YEARS05-09,5-9 years,,MLE,Male,,,,,0.1 [0.0-0.7],0.10000,0.0,0.7,,,
2789,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1996.0,1996,,AFR,Africa,,NGA,1996,1996,Nigeria,,YEARS05-09,5-9 years,,MLE,Male,,,,,0.3 [0.0-1.2],0.30000,0.0,1.2,,,
2790,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1998.0,1998,,AFR,Africa,,NGA,1998,1998,Nigeria,,YEARS05-09,5-9 years,,MLE,Male,,,,,0.4 [0.0-1.3],0.40000,0.0,1.3,,,
2791,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2003.0,2003,,AFR,Africa,,NGA,2003,2003,Nigeria,,YEARS05-09,5-9 years,,MLE,Male,,,,,0.7 [0.1-1.9],0.70000,0.1,1.9,,,
2792,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2005.0,2005,,AFR,Africa,,NGA,2005,2005,Nigeria,,YEARS05-09,5-9 years,,MLE,Male,,,,,0.8 [0.2-2.2],0.80000,0.2,2.2,,,
2793,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2012.0,2012,,AFR,Africa,,NGA,2012,2012,Nigeria,,YEARS05-09,5-9 years,,MLE,Male,,,,,1.7 [0.5-4.1],1.70000,0.5,4.1,,,
2794,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2014.0,2014,,AFR,Africa,,NGA,2014,2014,Nigeria,,YEARS05-09,5-9 years,,MLE,Male,,,,,2.1 [0.5-5.2],2.10000,0.5,5.2,,,
2795,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1978.0,1978,,AFR,Africa,,NGA,1978,1978,Nigeria,,YEARS10-19,10-19 years,,MLE,Male,,,,,0.0 [0.0-0.1],0.00000,0.0,0.1,,,
2796,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1980.0,1980,,AFR,Africa,,NGA,1980,1980,Nigeria,,YEARS10-19,10-19 years,,MLE,Male,,,,,0.0 [0.0-0.1],0.00000,0.0,0.1,,,
2797,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1987.0,1987,,AFR,Africa,,NGA,1987,1987,Nigeria,,YEARS10-19,10-19 years,,MLE,Male,,,,,0.0 [0.0-0.2],0.00000,0.0,0.2,,,
2798,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1989.0,1989,,AFR,Africa,,NGA,1989,1989,Nigeria,,YEARS10-19,10-19 years,,MLE,Male,,,,,0.1 [0.0-0.3],0.10000,0.0,0.3,,,
2799,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1996.0,1996,,AFR,Africa,,NGA,1996,1996,Nigeria,,YEARS10-19,10-19 years,,MLE,Male,,,,,0.1 [0.0-0.5],0.10000,0.0,0.5,,,
2800,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1998.0,1998,,AFR,Africa,,NGA,1998,1998,Nigeria,,YEARS10-19,10-19 years,,MLE,Male,,,,,0.2 [0.0-0.6],0.20000,0.0,0.6,,,
2801,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2003.0,2003,,AFR,Africa,,NGA,2003,2003,Nigeria,,YEARS10-19,10-19 years,,MLE,Male,,,,,0.3 [0.1-0.8],0.30000,0.1,0.8,,,
2802,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2005.0,2005,,AFR,Africa,,NGA,2005,2005,Nigeria,,YEARS10-19,10-19 years,,MLE,Male,,,,,0.4 [0.1-0.9],0.40000,0.1,0.9,,,
