index,GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),EDUCATIONLEVEL (CODE),EDUCATIONLEVEL (DISPLAY),EDUCATIONLEVEL (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),WEALTHQUINTILE (CODE),WEALTHQUINTILE (DISPLAY),WEALTHQUINTILE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
948,EQ_OPENDEFECATION,Population not using any sanitation facility (open defecation) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4710,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,30.9,30.90000,,,,,
949,EQ_OPENDEFECATION,Population not using any sanitation facility (open defecation) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4710,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,URB,Urban,,,,,11.9,11.90000,,,,,
950,EQ_OPENDEFECATION,Population not using any sanitation facility (open defecation) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4710,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,RUR,Rural,,,,,40.4,40.40000,,,,,
951,EQ_OPENDEFECATION,Population not using any sanitation facility (open defecation) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4710,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,16.6,16.60000,,,,,
952,EQ_OPENDEFECATION,Population not using any sanitation facility (open defecation) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4710,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,5.8,5.80000,,,,,
953,EQ_OPENDEFECATION,Population not using any sanitation facility (open defecation) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4710,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,32.3,32.30000,,,,,
954,EQ_OPENDEFECATION,Population not using any sanitation facility (open defecation) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4710,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ2,Q2,,23.3,23.30000,,,,,
955,EQ_OPENDEFECATION,Population not using any sanitation facility (open defecation) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4710,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ3,Q3,,11.3,11.30000,,,,,
956,EQ_OPENDEFECATION,Population not using any sanitation facility (open defecation) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4710,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ4,Q4,,3.4,3.40000,,,,,
957,EQ_WATERPIPED,Households using a piped drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4443,,,,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,YEARS6-11,6-11 years,,,,,,,,,,,,,,31.3,0.31345,,,,,
958,EQ_WATERPIPED,Households using a piped drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4443,,,,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ5,Q5 (Richest),,37.4,0.37367,,,,,
959,EQ_WATERPIPED,Households using a piped drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4443,,,,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ5,Q5 (Richest),,22.9,0.22900,,,,,
960,EQ_WATERPIPED,Households using a piped drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4443,,,,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,YEARS12+,12+  years,,,,,,,,,,,,,,35.1,0.35079,,,,,
961,EQ_SLEPTNETS,Women that slept under a bednet last night (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4435,,,,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,FMLE,Female,,,,,,,,9.4,0.09400,,,,,
962,EQ_SLEPTNETS,Women that slept under a bednet last night (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4435,,,,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,FMLE,Female,,,,,WQ1,Q1 (Poorest),,5.5,0.05500,,,,,
963,EQ_SLEPTNETS,Women that slept under a bednet last night (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4435,,,,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,FMLE,Female,,,,,WQ1,Q1 (Poorest),,8.5,0.08500,,,,,
964,EQ_SLEPTNETS,Women that slept under a bednet last night (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4435,,,,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,YEARS0-5,0-5  years,,,,,FMLE,Female,,,,,,,,4.2,0.04200,,,,,
965,EQ_SLEPTNETS,Women that slept under a bednet last night (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4435,,,,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,YEARS0-5,0-5  years,,,,,FMLE,Female,,,,,,,,9.3,0.09300,,,,,
966,EQ_SLEPTNETS,Women that slept under a bednet last night (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4435,,,,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,FMLE,Female,,,,,WQ2,Q2,,7.6,0.07600,,,,,
967,EQ_WATERPIPED,Households using a piped drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4443,,,,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,YEARS6-11,6-11 years,,,,,,,,,,,,,,16.0,0.16011,,,,,
968,EQ_URBPOP,Population living in urban areas (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4455,,,,PUBLISHED,Published,,1960.0,1960,,AFR,1960,1960,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,15.4,15.41000,,,,,
969,EQ_URBPOP,Population living in urban areas (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4455,,,,PUBLISHED,Published,,1970.0,1970,,AFR,1970,1970,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,17.8,17.76000,,,,,
970,EQ_URBPOP,Population living in urban areas (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4455,,,,PUBLISHED,Published,,1980.0,1980,,AFR,1980,1980,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,22.0,21.97000,,,,,
971,EQ_URBPOP,Population living in urban areas (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4455,,,,PUBLISHED,Published,,1990.0,1990,,AFR,1990,1990,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,29.7,29.68000,,,,,
972,EQ_ADOBIRTH,"Adolescent birth rate (births per 1,000 women aged 15 to 19)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4709,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1990.0,1990,,AFR,1990,1990,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,145.4,145.40000,,,,,
973,EQ_ADOBIRTH,"Adolescent birth rate (births per 1,000 women aged 15 to 19)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4709,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1990.0,1990,,AFR,1990,1990,Africa,,NGA,Nigeria,,,,,,,,,,,URB,Urban,,,,,90.4,90.40000,,,,,
974,EQ_ADOBIRTH,"Adolescent birth rate (births per 1,000 women aged 15 to 19)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4709,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ4,Q4,,47.1,47.10000,,,,,
975,EQ_ADOBIRTH,"Adolescent birth rate (births per 1,000 women aged 15 to 19)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4709,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ5,Q5 (Richest),,57.6,57.60000,,,,,
976,EQ_ADOBIRTH,"Adolescent birth rate (births per 1,000 women aged 15 to 19)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4709,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,123.0,123.00000,,,,,
977,EQ_ADOBIRTH,"Adolescent birth rate (births per 1,000 women aged 15 to 19)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4709,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,URB,Urban,,,,,72.8,72.80000,,,,,
978,EQ_ADOBIRTH,"Adolescent birth rate (births per 1,000 women aged 15 to 19)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4709,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ5,Q5 (Richest),,28.5,28.50000,,,,,
979,EQ_U5MORT,Under-five mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4717,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,252.0,252.00000,,,,,
980,EQ_U5MORT,Under-five mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4717,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ2,Q2,,192.0,192.00000,,,,,
981,EQ_U5MORT,Under-five mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4717,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ3,Q3,,156.0,156.00000,,,,,
982,EQ_U5MORT,Under-five mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4717,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ4,Q4,,95.0,95.00000,,,,,
983,EQ_U5MORT,Under-five mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4717,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ2,Q2,,131.0,131.00000,,,,,
984,EQ_U5MORT,Under-five mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4717,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ3,Q3,,107.0,107.00000,,,,,
985,EQ_U5MORT,Under-five mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4717,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ4,Q4,,96.0,96.00000,,,,,
986,EQ_U5MORT,Under-five mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4717,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ5,Q5 (Richest),,63.0,63.00000,,,,,
987,EQ_U5MORT,Under-five mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4717,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ3,Q3,,92.0,92.00000,,,,,
988,EQ_U5MORT,Under-five mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4717,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ4,Q4,,74.0,74.00000,,,,,
989,EQ_U5MORT,Under-five mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4717,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ5,Q5 (Richest),,60.0,60.00000,,,,,
990,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1990.0,1990,,AFR,1990,1990,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ3,Q3,,69.0,69.00000,,,,,
991,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1990.0,1990,,AFR,1990,1990,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ4,Q4,,55.0,55.00000,,,,,
992,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1990.0,1990,,AFR,1990,1990,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ5,Q5 (Richest),,66.0,66.00000,,,,,
993,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,100.0,100.00000,,,,,
994,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,URB,Urban,,,,,76.0,76.00000,,,,,
995,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ4,Q4,,48.8,48.80000,,,,,
996,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ5,Q5 (Richest),,53.8,53.80000,,,,,
997,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,75.0,75.00000,,,,,
998,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,URB,Urban,,,,,59.0,59.00000,,,,,
999,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ5,Q5 (Richest),,46.5,46.50000,,,,,
1000,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,69.0,69.00000,,,,,
1001,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,,,,,,,URB,Urban,,,,,55.0,55.00000,,,,,
1002,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,,,,,,,RUR,Rural,,,,,75.0,75.00000,,,,,
1003,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1990.0,1990,,AFR,1990,1990,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ2,Q2,,75.2,75.20000,,,,,
1004,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1990.0,1990,,AFR,1990,1990,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ3,Q3,,76.4,76.40000,,,,,
1005,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1990.0,1990,,AFR,1990,1990,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ4,Q4,,86.6,86.60000,,,,,
1006,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1990.0,1990,,AFR,1990,1990,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ5,Q5 (Richest),,89.9,89.90000,,,,,
1007,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,46.5,46.50000,,,,,
1008,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,RUR,Rural,,,,,34.0,34.00000,,,,,
1009,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,50.5,50.50000,,,,,
1010,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,75.9,75.90000,,,,,
1011,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,89.8,89.80000,,,,,
1012,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ3,Q3,,85.3,85.30000,,,,,
1013,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ4,Q4,,92.6,92.60000,,,,,
1014,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ5,Q5 (Richest),,95.0,95.00000,,,,,
1015,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,51.3,51.30000,,,,,
1016,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1990.0,1990,,AFR,1990,1990,Africa,,NGA,Nigeria,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,96.3,96.30000,,,,,
1017,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1990.0,1990,,AFR,1990,1990,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,45.2,45.20000,,,,,
1018,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1990.0,1990,,AFR,1990,1990,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ2,Q2,,55.0,55.00000,,,,,
1019,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1990.0,1990,,AFR,1990,1990,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ3,Q3,,59.4,59.40000,,,,,
1020,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ5,Q5 (Richest),,88.0,88.00000,,,,,
1021,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,44.3,44.30000,,,,,
1022,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,,,,,,,URB,Urban,,,,,73.2,73.20000,,,,,
1023,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,,,,,,,RUR,Rural,,,,,31.5,31.50000,,,,,
1024,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,88.0,88.00000,,,,,
1025,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,26.4,26.40000,,,,,
1026,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ2,Q2,,49.4,49.40000,,,,,
1027,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ3,Q3,,67.9,67.90000,,,,,
1028,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,40.5,40.50000,,,,,
